dormitorios,banos,distrito,estacionamiento,descripcion,area_cubierta,precio_soles,area_total,latitud,longitud,banios/2,precio_dolares,fecha_publicacion,antiguedad,moneda
1.0,1.0,barranco,,"Se Alquila Loft con Vista Al Mar
Departamento en alquiler en piso 14, FULL AMOBLADO y equipado en la mejor zona de Barranco
DescripciónA 3 cuadras del parque Armendariz, frente al estadio Luis Galvez Chipoco.

Departamento tipo LOFT de 30m2. ️

1 dormitorio totalmente amoblado️con todas las comodidades como cama QUEEN con cabecera, ️acompañado de 2 mesitas de noche, TV de 32”,️y alfombra.
.Excelente iluminación con ventana de piso a techo️
1 baño completo con mamparas de vidrio, espejo, ️
dispensadores para shampoo, acondicionador y jabón, repisas para toallas.
La Sala viene con cortinas tipo rollers con blackout ️mesa de centro ️
El edificio G15 contará con las siguientes áreas comunes:
Lobby (piso 01) ️
3 ascensores (piso 01) ️
Lavandería (piso 01) ️
Áreas comunes exclusivas para oficinas (piso 01) ️
Área de piscina y Terraza (piso 21) ️
Sala Bar (piso 21) ️
Grill & Lounge (piso 21) ️
Game Zone (piso 21) ️
Gimnasio (piso 21) ️

Precio 570 DOLAREES O 2150 SOLES
Mantenimiento 150 soles aprox
**
Leer descripción completa",30.0,2150.0,30.0,-12.1367789,-77.0224664,,570.0,43,2.0,S/ 
1.0,1.0,barranco,1.0,"Alquiler 1 Dorm, 1 Baño, Amoblado
Alquiler de departamento en Barranco!! 50m2, segundo piso. Ubicado en la cuadra 3 de la Av. Pedro de osma. Consta de 1 dormitorio, 1 baño, sala comedor, cocina americana. FULL AMOBLADO. Mascota chica permitida. Cochera incluida. Solicita vídeo al interno.

Condiciones:
- $650 (2x1) dólares
- Mantenimiento S/260 aprox con agua y otros servicios por consumo propio.
- Contar con ingresos sustentados con boleta, reporte tributario o estados de cuenta.
- No registrar deudas vencidas al menos el titular que firma

SOLO WHATSAPP
-Roel:
-Diana:
-Kissy:
BROKER EN LINEA GROUP
**
Leer descripción completa",50.0,2390.0,50.0,-12.153239757491658,-77.02288807418006,,,1,5.0,S/ 
2.0,2.0,barranco,1.0,"En Alquiler Duplex 2 Dorm. con Cochera y Deposito
DUPLEX AMOBLADO VISTA INTERNA SUPER ILUMINADO
-2 DORMITOROS AMPLIOS CAMA KINGCUARTO PRINCIPAL Y VELARADOS , CLOSET AMPLIO
-SEGUNDO DORMITORIOS CAMA 2 PLAZAS CON AMPLIO CLOSET
-CON FAMILY ROOM
-COCINA COMPLETA CERRADA AMOBLADA
-AREA DE LAVANDERIA CERRADA Y AMPLIA
-BAÑO DE SERVICIO
EL DEPARTAMENTO SE ENCUENTRA AMOBLADO Y NO SE ALQUILA SIN MUEBLES
**
Leer descripción completa",100.0,2625.0,100.0,-12.0914273,-76.958626,1.0,700.0,5,15.0,S/ 
1.0,1.0,barranco,1.0,"Alquiler Departamento Amoblado en El Corazon de Barranco
ALQUILER DE HERMOSO DEPARTAMENTO AMOBLADO EN EL CORAZON DE BARRANCO Referencia: Al costado del Restaurante Central, a 2 cuadras de la Plaza de Barranco. PRECIO: $700 Dolares CARACTERISTICAS PRINCIPALES DEL DEPARTAMENTO: Departamento de 1 habitación Totalmente amoblado y equipado Habitación con cama Queen, Walking Closet, TV Smart 48"" , Sistema de sonido en la Sala y dormitorio, Aire acondicionado, vista externa, Rollers eléctricos, 1 baño completo, agua caliente y fria. Kitchenette equipada, Muebles altos y bajos, Horno, Cocina, Refrigeradora, Vajilla completa. Sala acogedora con vista externa, TV Smart 48"", Rollers eléctricos. Área total: 42 m2 Estacionamiento techado Pet friendly Existe la opción de alquilar con los Servicios incluidos ( luz, mantenimiento, agua, internet Cable) por $800 dólares. Ideal para Solteros y Parejas Jóvenes Este departamento está diseñado para aquellos que buscan un espacio moderno, funcional y con estilo en el corazón de Barranco, un distrito lleno de vida y cultura. CARACTERISTICAS DEL EDIFICIO El edificio cuenta con una variedad de áreas comunes pensadas para hacer de tu hogar un espacio completo y funcional, brindando el confort y entretenimiento que necesitas sin salir de casa: Parque Interno: Un espacio verde y relajante donde podrás disfrutar del aire libre. Sala de Eventos: Espacio elegante y multifuncional, perfecto para organizar reuniones, celebraciones y eventos especiales con familiares y amigos. Zona de BBQ: Ideal para reuniones al aire libre, esta área equipada te permite disfrutar de parrillas y compartir buenos momentos en compañía. Coworking: Un espacio moderno con estaciones de trabajo y Wi-Fi de alta velocidad. Diseñado para quienes buscan productividad, networking y un ambiente cómodo para trabajar sin salir del edificio. Gimnasio: Equipado con máquinas y áreas de cardio y pesas, te permite mantener un estilo de vida saludable en cualquier momento del día. Lavandería: Espacio dedicado para hacer tus labores de lavado y secado con total comodidad y sin tener que salir del edificio. Recepción y Seguridad 24/7: Servicio de recepción y vigilancia las 24 horas del día, garantizando seguridad y control de acceso para tu tranquilidad. ¡Vive la comodidad de un edificio que lo tiene todo! Un lugar pensado para brindarte bienestar y confort cada día. CONTACTAME HOY MISMO, NO ESPERES MÁS!!
**
Leer descripción completa",48.0,2625.0,48.0,-12.1531248,-77.0227335,,700.0,16,6.0,S/ 
1.0,1.0,barranco,,"Dpto Tipo Loft de 1 Habitación Amoblado
Dpto tipo loft de 40 m2 amoblado en Barranco
Te presentamos este lindo loft 40 m2, completamente amoblado, perfecto para una pareja o persona soltera.
Áreas comunes:
Zona de recepción
Zona de parrilla
Área de juegos para niños
Área de Lavanderia
Ubicación: Se encuentra en el Jr. Tejadita Cdra 3.
**
Leer descripción completa",40.0,2400.0,40.0,-12.1519154,-77.0194487,,650.0,166,2.0,S/ 
3.0,2.0,barranco,1.0,"Alquiler de Departamento en Barranco Vista Al Mar y La Ciudad
ALQUILER DE MODERNO DEPARTAMENTO AMOBLADO Y EQUIPADO CON EXCELENTE VISTA AL MAR Y LA CIUDAD
AV. GRAU, FRENTE AL PARQUE - BARRANCO, LIMA - PERU
3 DORMITORIOS / BALCON / ESTAC. Y DEPOSITO
PRECIO : US$ 1,100.00
Excelente y amplio departamento de tres dormitorios, dormitorio principal con baño incorporado, closet y walk in closet, estudio, amplios dormitorios secundarios con closet y un baño completo que lo comparte, ingreso a una amplia e iluminada sala comedor con salida a un balcón, baño de visita, cocina de concepto cerrado equipada con campana extractora, cocina de 4 hornillas, horno empotrados, amplia lavandería.
Ubicado límite con Miraflores, muy cerca al Malecón Paul Harris, cerca a tiendas por departamentos, bancos, colegios, universidades.
Con estacionamiento y depósito
Exclusivas áreas comunes : Gym, piscina, SUM, zona de parrilla, karaoke

Contacte a su Agente PERU HOME Bienes Raíces al 13

#alquiler #miraflores #peruhome #venta #vivirmejor #locurainmobiliaria #realstate #agenteinmobiliario #inmobiliaria #peru #limaperu #departamento #amplio #barranco #maleconpaulharris #barranco
**
Leer descripción completa",105.0,4875.0,105.0,-12.1509575,-77.0202089,1.0,1300.0,143,5.0,S/ 
1.0,1.0,barranco,,"Alquilo Amplio Loft Amoblado en Sáenz Peña Distrito de Barranco
ALQUILO HERMOSO LOFT CON 70M2 A 1 CUADRA DEL MALECÓN DE BARRANCO
EL LOFT CUENTA CON VISTA INTERIOR Y ESTA DISTRIBUIDO DE LA SIGUIENTE FORMA:
SALA COMEDOR
COCINA KITCHENETE
HABITACIÓN CON CAMA QUEEN
1 BAÑO DE VISITA
1 BAÑO COMPLETO CON DUCHA
WALKING CLOSET
LAVANDERÍA CON LAVASECA

EL DEPARTAMENTO SE ENCUENTRA EN 3ER PISO
ALQUILER PIR UN AÑO
2 MESES DE GARANTÍA MAS EL MES DE RENTA ADELANTADO

ALQUILER MENSUAL S/. 3270.00
MANTENIMIENTO S/. 310.00
**
Leer descripción completa",70.0,3270.0,70.0,-12.1430909,-77.0236097,1.0,870.0,44,8.0,S/ 
1.0,1.0,barranco,1.0,"Alquiler 1 Domr, 1 Baño, 1 Cochera, Tipo Monoambiente
Alquiler de minidpto en Barranco!!!* 30m2, piso 11. Ubicado en Jirón Augusto Tamayo Vargas, cerca de la estación unión del metropolitano. Todo está amoblado listo para vivir. Mascota chica permitida. Cochera disponible. Solicita vídeo al interno.

*Condiciones:*
- S/2,400 (2x1)
- Mantenimiento S/240 y otros servicios por consumo.
- Contar con ingresos sustentados con boleta o reporte tributario
- No registrar deudas vencidas al menos el titular que firma

SOLO WHATSAPP
-Roel:
-Diana:
-Kissy:
BROKER EN LINEA GROUP
**
Leer descripción completa",30.0,2390.0,30.0,-12.1503126,-77.01851110000001,,,1,1.0,S/ 
2.0,,barranco,,"Se Alquila Departamento 2 Dorm.
SE ALQUILA DEPARTAMENTO MUY BIEN DECORADO Y DISEÑADO
EN EDIFIICO ESTUDIO 4 EN BARRANCO
PISO 8 VISTA EXTERIOR
60mt2
SALA COMEDOR
COCINA TIPO AMERICANA
DOS DORMITORIOS
EL PRINCIPAL AMPLIO CON WALK IN CLOSET Y BAÑO INCORPORADO
EL SEGUNDO DORMITORIO CUENTA CON UN CAMAROTE
SEGUNDO BAÑO COMPLETO

EDIFICIO CUENTA CON ÁREAS COMUNES
COMO
PISCINA
GIMSNASIO
SALA DE PARRIILA
SALA DE REUNIÓN
ÁREA DE LAVANDERÍA

NO TIENE COCHERA PERO SE PUEDE CONSEGUIR EN EL EDIFICIO

PRECIO 1000 dólares
CONTRATO MINIMO 1 Año
MANTENIMIENTO 300 soles aprox
LUZ TU CONSUMO

MAS INFORMACION
**
Leer descripción completa",60.0,3750.0,60.0,-12.1396645,-77.0230045,,1000.0,28,2.0,S/ 
1.0,1.0,barranco,,"Se Alquila Loft con Vista Al Mar
Departamento en alquiler en piso 14, FULL AMOBLADO y equipado en la mejor zona de Barranco
DescripciónA 3 cuadras del parque Armendariz, frente al estadio Luis Galvez Chipoco.

Departamento tipo LOFT de 30m2. ️

1 dormitorio totalmente amoblado️con todas las comodidades como cama QUEEN con cabecera, ️acompañado de 2 mesitas de noche, TV de 32”,️y alfombra.
.Excelente iluminación con ventana de piso a techo️
1 baño completo con mamparas de vidrio, espejo, ️
dispensadores para shampoo, acondicionador y jabón, repisas para toallas.
La Sala viene con cortinas tipo rollers con blackout ️mesa de centro ️
El edificio G15 contará con las siguientes áreas comunes:
Lobby (piso 01) ️
3 ascensores (piso 01) ️
Lavandería (piso 01) ️
Áreas comunes exclusivas para oficinas (piso 01) ️
Área de piscina y Terraza (piso 21) ️
Sala Bar (piso 21) ️
Grill & Lounge (piso 21) ️
Game Zone (piso 21) ️
Gimnasio (piso 21) ️

Precio 570 DOLAREES O 2150 SOLES
Mantenimiento 150 soles aprox
**
Leer descripción completa",30.0,2150.0,30.0,-12.1367789,-77.0224664,,570.0,43,2.0,S/ 
1.0,1.0,barranco,1.0,"Alquiler 1 Dorm, 1 Baño, Amoblado
Alquiler de departamento en Barranco!! 50m2, segundo piso. Ubicado en la cuadra 3 de la Av. Pedro de osma. Consta de 1 dormitorio, 1 baño, sala comedor, cocina americana. FULL AMOBLADO. Mascota chica permitida. Cochera incluida. Solicita vídeo al interno.

Condiciones:
- $650 (2x1) dólares
- Mantenimiento S/260 aprox con agua y otros servicios por consumo propio.
- Contar con ingresos sustentados con boleta, reporte tributario o estados de cuenta.
- No registrar deudas vencidas al menos el titular que firma

SOLO WHATSAPP
-Roel:
-Diana:
-Kissy:
BROKER EN LINEA GROUP
**
Leer descripción completa",50.0,2390.0,50.0,-12.153239757491658,-77.02288807418006,,,1,5.0,S/ 
2.0,2.0,barranco,1.0,"Alquilo Departamento en Barranco
Alquilo departamento en Edificio Vibe – Barranco, COMO NUEVO, 2 AÑOS ANTIGUEDAD, ubicado en Av. El Sol Este Esquina con Jr. Tumay. Ubicado a 2 cuadras de la Av. Bolognesi y a 3 cuadras de la Av. Grau y del Estadio Chipoco. Área 70.48 m2, 2 Dormitorios, el Principal con baño incorporado, 3 ascensores, 1 Cochera Sótano y 1 Deposito de 5.82 m2. Incluye 1 Therma a Gas Natural Marca Bosh, 1 Refrigeradora Miray No Frost 409 Lt y Lavadora LG Carga Superior de 19 Kg. Áreas Comunes con jardín de juegos para niños, sala de reuniones y sala de juego además de amplio gimnasio. Impecable y listo para mudarse. ALQUILER : S/ 2,750
**
Leer descripción completa",70.0,2750.0,70.0,-12.1394361,-77.0199176,,740.0,5,2.0,S/ 
1.0,1.0,barranco,1.0,"Hermoso Departamento de 1 Habitación Cerca a Malecón de Barranco – Bar33
Hermoso y moderno departamento de 1 dormitorio, amoblado en alquiler, muy cerca del malecón de Barranco. Excelente zona, frente a un parque.

– una sala – comedor con cocina integrada y muy buena iluminación,
– un dormitorio con closets y cama de 2 plazas,
– un baño completo,
– una área de lavandería con lavaseca.

Un estacionamiento.

Cuota de mantenimiento del edificio: 320.00 Soles (no incluye el consumo de agua).
Edificio muy seguro, con servicio de portería las 24 horas del día.
**
Leer descripción completa",40.0,2440.0,40.0,-12.139767024244213,-77.02450806137693,,650.0,8,8.0,S/ 
2.0,1.0,barranco,1.0,"Lindo Flat 60 m² Excelente Ubicacion Barranco 2 Dorms Us$760
Área Total: 60m2 - SEMIAMOBLADO
Piso: 5 - Vista Externo (con ascensor)
Dormitorios: 2
Estacionamiento: 1 (Sotano 4 NRO 48)
Antiguedad: 5 años
Mantenimiento: S/.390 soles (incluye agua)
Precio de Alquiler: US$760 (2 meses de garantia por 1 mes de adelanto)

Equipada con cocina, horno, campana extractora, refrigeradora, cama y cortina rollers

Ubicado en el limite con Miraflores, al frente del Estadio Luis Gálvez Chipoco y Museo de Arte Comtemporáneo – Lima, también tenemos universidades (universidad de Ingeniería y Tecnologia UTEC), colegios; restaurantes, hoteles, iglesias y Zonas de diversión.

El edificio cuenta con las siguientes áreas comunes: Pet Friendly, Terraza, Hermosa Piscina con vista al mar, Con cómoda sala Zoom, Gimnasio equipado, Zona de parrilla, Billar.

LLAMEME PARA UNA VISITA: + 51 9.8.2.3.3.7.0.5.2
**
Leer descripción completa",60.0,2888.0,60.0,-12.1365798,-77.0225352,,760.0,17,4.0,S/ 
1.0,1.0,barranco,1.0,"Venta o Alquiler Dpto. 1 Dor. Barranco
Venta o alquiler dpto. 100 m2, Av. San Martín . 4° piso, ARQ. ARMANDO PAREDES. 11 años de antiguedad, lobby moderno, ascensor, muy iluminado, amplia sala - comedor, salita de estar, baño de visitas, cocina abierta , con muebles altos y bajos de granito, balcón grande para parrilla, vista a la calle. Dormitorio amplio con walk in closet, baño incorporado. 1 cochera. Areas comunes : Lavandería.
VENTA: $ 260,000
ALQUILER: $ 1,050
MANTENIMIENTO: S/. 509
**
Leer descripción completa",100.0,975000.0,96.0,-12.140034015589796,-77.02347500761793,,260000.0,79,11.0,S/ 
2.0,2.0,barranco,,"Venta o Alquiler de Departamento en Barranco
¡Increíble departamento en alquiler de estreno en Barranco!
Venta $Ver datos amoblado y equipado.


Alquiler mensual $1400 con mantenimiento incluido.


Hermoso departamento amoblado y equipado de 100 m? (ac 70 m3) cuenta con 2 dormitorios, cada uno con su baño privado, y el dormitorio principal con aire acondicionado. Además, tiene un baño de visitas.
Cuenta con 2 terrazas bien amplias.
El edificio cuenta con grupo electrógeno, area de co working, gimnasio y también estacionamiento para visitas.
¡vive en una de las zonas más deseadas de lima y disfruta de todo lo que barranco tiene para ofrecer
**
Leer descripción completa",70.0,5278.0,100.0,-12.1519526,-77.0214476,,1400.0,50,3.0,S/ 
1.0,1.0,barranco,,"Se Alquila Loft con Vista Al Mar
Departamento en alquiler en piso 14, FULL AMOBLADO y equipado en la mejor zona de Barranco
DescripciónA 3 cuadras del parque Armendariz, frente al estadio Luis Galvez Chipoco.

Departamento tipo LOFT de 30m2. ️

1 dormitorio totalmente amoblado️con todas las comodidades como cama QUEEN con cabecera, ️acompañado de 2 mesitas de noche, TV de 32”,️y alfombra.
.Excelente iluminación con ventana de piso a techo️
1 baño completo con mamparas de vidrio, espejo, ️
dispensadores para shampoo, acondicionador y jabón, repisas para toallas.
La Sala viene con cortinas tipo rollers con blackout ️mesa de centro ️
El edificio G15 contará con las siguientes áreas comunes:
Lobby (piso 01) ️
3 ascensores (piso 01) ️
Lavandería (piso 01) ️
Áreas comunes exclusivas para oficinas (piso 01) ️
Área de piscina y Terraza (piso 21) ️
Sala Bar (piso 21) ️
Grill & Lounge (piso 21) ️
Game Zone (piso 21) ️
Gimnasio (piso 21) ️

Precio 570 DOLAREES O 2150 SOLES
Mantenimiento 150 soles aprox
**
Leer descripción completa",30.0,2150.0,30.0,-12.1367789,-77.0224664,,570.0,43,2.0,S/ 
1.0,1.0,barranco,1.0,"Alquiler 1 Domr, 1 Baño, 1 Cochera, Tipo Monoambiente
Alquiler de minidpto en Barranco!!!* 30m2, piso 11. Ubicado en Jirón Augusto Tamayo Vargas, cerca de la estación unión del metropolitano. Todo está amoblado listo para vivir. Mascota chica permitida. Cochera disponible. Solicita vídeo al interno.

*Condiciones:*
- S/2,400 (2x1)
- Mantenimiento S/240 y otros servicios por consumo.
- Contar con ingresos sustentados con boleta o reporte tributario
- No registrar deudas vencidas al menos el titular que firma

SOLO WHATSAPP
-Roel:
-Diana:
-Kissy:
BROKER EN LINEA GROUP
**
Leer descripción completa",30.0,2390.0,30.0,-12.1503126,-77.01851110000001,,,1,1.0,S/ 
2.0,,barranco,,"Se Alquila Departamento 2 Dorm.
SE ALQUILA DEPARTAMENTO MUY BIEN DECORADO Y DISEÑADO
EN EDIFIICO ESTUDIO 4 EN BARRANCO
PISO 8 VISTA EXTERIOR
60mt2
SALA COMEDOR
COCINA TIPO AMERICANA
DOS DORMITORIOS
EL PRINCIPAL AMPLIO CON WALK IN CLOSET Y BAÑO INCORPORADO
EL SEGUNDO DORMITORIO CUENTA CON UN CAMAROTE
SEGUNDO BAÑO COMPLETO

EDIFICIO CUENTA CON ÁREAS COMUNES
COMO
PISCINA
GIMSNASIO
SALA DE PARRIILA
SALA DE REUNIÓN
ÁREA DE LAVANDERÍA

NO TIENE COCHERA PERO SE PUEDE CONSEGUIR EN EL EDIFICIO

PRECIO 1000 dólares
CONTRATO MINIMO 1 Año
MANTENIMIENTO 300 soles aprox
LUZ TU CONSUMO

MAS INFORMACION
**
Leer descripción completa",60.0,3750.0,60.0,-12.1396645,-77.0230045,,1000.0,28,2.0,S/ 
2.0,2.0,barranco,,"Se Alquila Departamento 2 Dorm.
SE ALQUILA EXCLUSKVODEPARTAMENTO EN PISO 10 CON VISTA EXTERIOR A LA CIUDAD Y AL MAR

DEPARTAMENTO COMPLETAMENTE AMOBLADO Y EQUIPADO ️

TIENE UN METRAJE DE 65MT2
SALA COMEDOR ️
COCINA TIPO AMERICANA ️
BALCÓN CON VISTA EXTERIOR ️
ÁREA DE LAVANDERÍA CON LAVASECA️
DORMITORIO PRINCIPAL CON BAÑO COMPLETO Y WALK IN CLOSET️
SEGUNDO AMBIENTE QUE PUEDE SER DORMITORIO O UN ESTUDIO️
BAÑO SECUNDARIO️

SE PUEDE ALQUILAR COCHERA APARTE

EDIFICIO CUENTA CON ÁREAS COMUNES CÓMO:

PISISCINA️
GIMNASIO ️
SALA DE PARRILLA ️
SALA DE REUNIÓN ️
SALA DE PARRILLA ️
SALA DE CO-WORKING️
**
Leer descripción completa",55.0,3190.0,55.0,-12.1365825,-77.0225488,,850.0,29,1.0,S/ 
2.0,1.0,barranco,,"Totalmente Amoblado y Equipado! Cg
Lindo departamento inmejorable ubicacion, totalmente amoblado y equipado dos dormitorios, baños, sala comedor, cocina, lavanderia, estacionamiento. Alquiler mensual $750 Cinthya Gil .9.5.5.5.4.3.7.4.3. - .9.2.5.8.0.3.3.2.6.
Tenemos este y mas departamentos en alquiler amoblados sin amoblar con linea blanca. Comunicate con nosotros y encuentra el departamento ideal para TI!!!

Lindo departamento inmejorable ubicacion, totalmente amoblado y equipado dos dormitorios, baños, sala comedor, cocina, lavanderia, estacionamiento. Alquiler mensual $750 Cinthya Gil .9.5.5.5.4.3.7.4.3. - .9.2.5.8.0.3.3.2.6.
Tenemos este y mas departamentos en alquiler amoblados sin amoblar con linea blanca. Comunicate con nosotros y encuentra el departamento ideal para TI!!!

Lindo departamento inmejorable ubicacion, totalmente amoblado y equipado dos dormitorios, baños, sala comedor, cocina, lavanderia, estacionamiento. Alquiler mensual $750 Cinthya Gil .9.5.5.5.4.3.7.4.3. - .9.2.5.8.0.3.3.2.6.
Tenemos este y mas departamentos en alquiler amoblados sin amoblar con linea blanca. Comunicate con nosotros y encuentra el departamento ideal para TI!!!
**
Leer descripción completa",70.0,2800.0,70.0,-12.1291712,-77.0287882,,750.0,8,4.0,S/ 
3.0,2.0,barranco,2.0,"Departamento Alquiler y Venta 3 Dorm. con Terraza Piscina
Amoblado y equipado, 4 años de antigüedad, vista a la calle, estreno, piso 11, guardianía, duplex.
Sala, comedor, comedor de diario, cocina, sala de estar, 3 dormitorios, 2.5 baños, 1 baño incorporado, 1 cuarto de servicio, 1 baño de servicio, lavandería.
Terraza, piscina, 2 cocheras tipo techada, ascensor, ascensor directo.
Aire acondicionado, areas comunes, no mascotas, walk-in close
Hermoso Ph Amoblado
cocina con opcion que pueda ser integrada
Sala con doble altura, comedor, baño de visitas
Dormitorio principal amplio con walk in closet de 15m2 y baño incorporado
sala de estar
02 dormitorios secundarios y un baño compartido
Lavandería, cuarto y baño de servicio
Terraza amplia y terraza con piscina
Piscina con vista al mar
**
Leer descripción completa",405.0,5550000.0,668.0,-12.13835000904692,-77.02546472460631,1.0,1500000.0,365,4.0,S/ 
2.0,2.0,barranco,1.0,"Alquilo Moderno Departamento 105 m² en Barranco
Alquilo Moderno Departamento 105m2 Barranco - Vista a conocido parque y vista al mar desde áreas comunes

5to piso con vista a parque

Área Construida: 105 m2
Edificio moderno y bien conservado como se puede observar en las fotos.

- 2 dormitorios amplios
- 2 baños completos
- Lavanderia
- Incluye cochera + 1 deposito
- Ventanas anti-ruido en sala y cuarto principal

Incluye:
- Cocina equipada: Cocina encimera, campana extractora, horno, horno microondas, refrigeradora
- Lavanderia: Terma y lavaseca
- Cortinas sol/sombra y blackout
- Areas comunes con vista al mar (piscina, gym, parrillas, zona de eventos)
- Modalidad 2x1

Si deseas visitarlo, contáctanos: .9.2.3.5.2.9.7.3.1.

Saludos,
_
Carlos Burga / Sara Yaranga / Fatima Serna
**
Leer descripción completa",105.0,4500.0,105.0,-12.1319393,-77.0287396,,1200.0,1,5.0,S/ 
2.0,2.0,barranco,1.0,"Se Alquila Departamento Full Equipo, de 58 m², con Ascensor en Barranco
Se alquila departamento full equipo, de 58 m2, con ascensor panorámico, amoblado, con aire acondicionado, lava seca y en la mejor zona de Barranco. Edificio de dos años de antigüedad. A media cuadra del Malecón Paul Harris para poder realizar deporte a cualquier hora del día disfrutando de la vista del mar. A pocas cuadras del centro de Barranco, un lugar muy tradicional y con mucha acogida para extranjeros. En ese mismo lugar se encuentra la Plaza de Barranco que está rodeada de una gran variedad de deliciosos restaurantes y bares. Y si te gusta la diversión, la noche de Barranco te brinda las mejores experiencias con sus bares y discotecas. Calle tranquila y sin ruidos de vehículos. Edificio de tres pisos, áreas comunes, coworking. Un estacionamiento y área para bicicletas. Excelente para un ejecutivo, pareja y/o extranjero. No se aceptan mascotas. US$ 850.00 dólares.
S/.265 soles mantenimiento + servicio de agua.
TODO EL EDIFICIO CUENTA CON GAS CALIDA
contactame al +5 1 9. 8. 9. 6. 3. 0. 4. 7. 4.
**
Leer descripción completa",58.0,3145.0,58.0,-12.141273022294268,-77.02291725019303,,850.0,365,2.0,S/ 
1.0,1.0,barranco,,"Espectacular! Barranco
ESPECTACULAR DEPARTAMENTO BARRANCO
Departamento de 41.52 m2

$700 o S/.2600
Un espacio para vivir con estilo
Disfruta del malecón las vistas, todo cerca de la vida cultural nocturna y gastronómica que hace de Barranco el distrito ideal para vivir
El edificio cuenta con
Lobby
Sala Bar + terraza
Piscina + jacuzzi
Zona de parrilla
coworking
Gimnasio
Lavandería
Estación para bicicletas
lavanderia tipo americana

Llámanos al
**
Leer descripción completa",42.0,2600.0,42.0,-12.138415196356606,-77.02436079385086,,700.0,51,3.0,S/ 
1.0,1.0,barranco,,"Se Alquila Loft con Vista Al Mar
Departamento en alquiler en piso 14, FULL AMOBLADO y equipado en la mejor zona de Barranco
DescripciónA 3 cuadras del parque Armendariz, frente al estadio Luis Galvez Chipoco.

Departamento tipo LOFT de 30m2. ️

1 dormitorio totalmente amoblado️con todas las comodidades como cama QUEEN con cabecera, ️acompañado de 2 mesitas de noche, TV de 32”,️y alfombra.
.Excelente iluminación con ventana de piso a techo️
1 baño completo con mamparas de vidrio, espejo, ️
dispensadores para shampoo, acondicionador y jabón, repisas para toallas.
La Sala viene con cortinas tipo rollers con blackout ️mesa de centro ️
El edificio G15 contará con las siguientes áreas comunes:
Lobby (piso 01) ️
3 ascensores (piso 01) ️
Lavandería (piso 01) ️
Áreas comunes exclusivas para oficinas (piso 01) ️
Área de piscina y Terraza (piso 21) ️
Sala Bar (piso 21) ️
Grill & Lounge (piso 21) ️
Game Zone (piso 21) ️
Gimnasio (piso 21) ️

Precio 570 DOLAREES O 2150 SOLES
Mantenimiento 150 soles aprox
**
Leer descripción completa",30.0,2150.0,30.0,-12.1367789,-77.0224664,,570.0,43,2.0,S/ 
1.0,1.0,barranco,1.0,"Alquiler 1 Domr, 1 Baño, 1 Cochera, Tipo Monoambiente
Alquiler de minidpto en Barranco!!!* 30m2, piso 11. Ubicado en Jirón Augusto Tamayo Vargas, cerca de la estación unión del metropolitano. Todo está amoblado listo para vivir. Mascota chica permitida. Cochera disponible. Solicita vídeo al interno.

*Condiciones:*
- S/2,400 (2x1)
- Mantenimiento S/240 y otros servicios por consumo.
- Contar con ingresos sustentados con boleta o reporte tributario
- No registrar deudas vencidas al menos el titular que firma

SOLO WHATSAPP
-Roel:
-Diana:
-Kissy:
BROKER EN LINEA GROUP
**
Leer descripción completa",30.0,2390.0,30.0,-12.1503126,-77.01851110000001,,,1,1.0,S/ 
2.0,,barranco,,"Se Alquila Departamento 2 Dorm.
SE ALQUILA DEPARTAMENTO MUY BIEN DECORADO Y DISEÑADO
EN EDIFIICO ESTUDIO 4 EN BARRANCO
PISO 8 VISTA EXTERIOR
60mt2
SALA COMEDOR
COCINA TIPO AMERICANA
DOS DORMITORIOS
EL PRINCIPAL AMPLIO CON WALK IN CLOSET Y BAÑO INCORPORADO
EL SEGUNDO DORMITORIO CUENTA CON UN CAMAROTE
SEGUNDO BAÑO COMPLETO

EDIFICIO CUENTA CON ÁREAS COMUNES
COMO
PISCINA
GIMSNASIO
SALA DE PARRIILA
SALA DE REUNIÓN
ÁREA DE LAVANDERÍA

NO TIENE COCHERA PERO SE PUEDE CONSEGUIR EN EL EDIFICIO

PRECIO 1000 dólares
CONTRATO MINIMO 1 Año
MANTENIMIENTO 300 soles aprox
LUZ TU CONSUMO

MAS INFORMACION
**
Leer descripción completa",60.0,3750.0,60.0,-12.1396645,-77.0230045,,1000.0,28,2.0,S/ 
1.0,1.0,barranco,1.0,"Alquiler 1 Dorm, 1 Baño, Amoblado
Alquiler de departamento en Barranco!! 50m2, segundo piso. Ubicado en la cuadra 3 de la Av. Pedro de osma. Consta de 1 dormitorio, 1 baño, sala comedor, cocina americana. FULL AMOBLADO. Mascota chica permitida. Cochera incluida. Solicita vídeo al interno.

Condiciones:
- $650 (2x1) dólares
- Mantenimiento S/260 aprox con agua y otros servicios por consumo propio.
- Contar con ingresos sustentados con boleta, reporte tributario o estados de cuenta.
- No registrar deudas vencidas al menos el titular que firma

SOLO WHATSAPP
-Roel:
-Diana:
-Kissy:
BROKER EN LINEA GROUP
**
Leer descripción completa",50.0,2390.0,50.0,-12.153239757491658,-77.02288807418006,,,1,5.0,S/ 
